,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2016-12-23,0.27,0.27,0.27,0.27,10,1000.0,0.0,0.0,0.0,0.0
1,2016-12-26,0.27,0.27,0.27,0.27,29735,2973500.0,0.0,0.0,0.0,5.92
2,2016-12-29,0.27,0.27,0.27,0.27,57740,5774000.0,0.0,0.0,0.0,11.5
3,2017-02-23,0.27,0.27,0.27,0.27,26240,2624000.0,0.0,0.0,0.0,5.23
4,2017-02-27,0.27,0.27,0.27,0.27,15755,1575500.0,0.0,0.0,0.0,3.14
5,2018-01-05,0.7,0.7,0.7,0.7,15000,3000000.0,0.0,159.26,0.43,2.99
6,2018-01-11,1.57,1.57,1.57,1.57,1000,400000.0,0.0,124.29,0.87,0.2
7,2018-01-17,2.44,2.44,2.44,2.44,20,12000.0,0.0,55.41,0.87,0.0
8,2018-01-18,2.87,2.87,2.87,2.87,200,140000.0,0.0,17.62,0.43,0.04
9,2018-01-19,3.57,3.57,3.57,3.57,90,77400.0,0.0,24.39,0.7,0.02
10,2018-01-22,3.57,3.57,3.57,3.57,50,43000.0,0.0,0.0,0.0,0.01
11,2018-01-23,3.57,3.57,3.57,3.57,10,8600.0,0.0,0.0,0.0,0.0
12,2018-01-25,3.68,3.68,3.68,3.68,20,17700.0,0.0,3.08,0.11,0.0
13,2018-02-05,3.53,3.53,3.53,3.53,20,17040.0,0.0,-4.08,-0.15,0.0
14,2018-02-06,5.83,5.83,5.83,5.83,100,138000.0,0.0,65.16,2.3,0.02
15,2018-02-14,3.96,3.96,3.96,3.96,10,9500.0,0.0,-32.08,-1.87,0.0
16,2018-02-22,4.0,4.0,4.0,4.0,50,48000.0,0.0,1.01,0.04,0.01
17,2018-02-26,3.61,3.61,3.61,3.61,40,34800.0,0.0,-9.75,-0.39,0.01
18,2018-02-27,3.61,3.61,3.61,3.61,70,60900.0,0.0,0.0,0.0,0.01
19,2018-02-28,3.61,3.61,3.61,3.61,40,34800.0,0.0,0.0,0.0,0.01
20,2018-03-01,3.61,3.61,3.61,3.61,50,43500.0,0.0,0.0,0.0,0.01
21,2018-03-02,3.61,3.61,3.61,3.61,10,8700.0,0.0,0.0,0.0,0.0
22,2018-03-05,2.66,2.66,2.66,2.66,30,19500.0,0.0,-26.32,-0.95,0.01
23,2018-03-06,1.79,1.79,1.79,1.79,20,9000.0,0.0,-32.71,-0.87,0.0
24,2018-03-07,1.79,1.79,1.79,1.79,30,13500.0,0.0,0.0,0.0,0.01
25,2018-03-14,1.79,1.79,1.79,1.79,20,9000.0,0.0,0.0,0.0,0.0
26,2018-03-20,1.8,1.8,1.8,1.8,20,9060.0,0.0,0.56,0.01,0.0
27,2018-04-09,1.8,1.8,1.8,1.8,30,13620.0,0.0,0.0,0.0,0.01
28,2018-06-01,1.83,2.03,2.03,1.83,1750,350200.0,11.11,12.78,0.23,0.35
29,2018-06-04,1.83,2.23,2.23,1.83,2590,518400.0,19.7,9.85,0.2,0.52
30,2018-06-05,2.03,2.33,2.33,2.03,8510,1872500.0,13.45,4.48,0.1,1.7
31,2018-06-06,2.33,2.83,2.83,2.33,6500,1800000.0,21.46,21.46,0.5,1.29
32,2018-06-07,2.83,3.33,3.33,2.83,5370,1749500.0,17.67,17.67,0.5,1.07
33,2018-06-08,3.33,3.68,3.68,3.33,4000,1470000.0,10.51,10.51,0.35,0.8
34,2018-06-11,3.68,4.13,4.13,3.68,4990,1965700.0,12.23,12.23,0.45,0.99
35,2018-06-12,4.13,4.33,4.33,4.13,4480,1935400.0,4.84,4.84,0.2,0.89
36,2018-06-13,4.35,4.35,4.35,4.35,3000,1356000.0,0.0,0.46,0.02,0.6
37,2018-06-14,4.33,4.43,4.43,4.33,2960,1342000.0,2.3,1.84,0.08,0.59
38,2018-06-19,4.43,4.43,4.43,4.43,2800,1288000.0,0.0,0.0,0.0,0.56
