,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2018-03-27,2.55,2.6,2.6,2.55,30,18500.0,0.0,0.0,0.0,0.0
1,2018-03-28,2.61,3.07,3.07,2.61,30,20010.0,17.69,18.08,0.47,0.0
2,2018-03-30,3.07,3.07,3.07,3.07,30,21000.0,0.0,0.0,0.0,0.0
3,2018-04-03,3.07,3.07,3.07,3.07,20,14000.0,0.0,0.0,0.0,0.0
4,2018-04-09,3.07,3.07,3.07,3.07,230,161020.0,0.0,0.0,0.0,0.03
5,2018-04-10,3.07,3.07,3.07,3.07,40,28000.0,0.0,0.0,0.0,0.01
6,2018-04-11,3.07,3.07,3.07,3.07,170,119000.0,0.0,0.0,0.0,0.02
7,2018-04-12,3.07,3.07,3.07,3.07,100,70000.0,0.0,0.0,0.0,0.01
8,2018-04-13,3.07,3.07,3.07,3.07,70,49000.0,0.0,0.0,0.0,0.01
9,2018-04-17,3.07,3.07,3.07,3.07,10,7000.0,0.0,0.0,0.0,0.0
10,2018-04-23,3.07,3.07,3.07,3.07,130,91000.0,0.0,0.0,0.0,0.02
11,2018-04-24,3.07,3.07,3.07,3.07,10,7000.0,0.0,0.0,0.0,0.0
12,2018-04-27,3.07,3.07,3.07,3.07,10,7000.0,0.0,0.0,0.0,0.0
13,2018-05-22,2.49,2.49,2.49,2.49,50,30000.0,0.0,-18.89,-0.58,0.01
14,2018-06-06,3.07,3.07,3.07,3.07,30,21000.0,0.0,23.29,0.58,0.0
15,2018-06-11,3.07,3.07,3.07,3.07,20,14000.0,0.0,0.0,0.0,0.0
16,2018-06-21,3.07,3.07,3.07,3.07,50,35000.0,0.0,0.0,0.0,0.01
17,2018-06-28,3.07,3.07,3.07,3.07,70,49000.0,0.0,0.0,0.0,0.01
18,2018-06-29,3.07,3.07,3.07,3.07,80,56000.0,0.0,0.0,0.0,0.01
19,2018-08-17,3.62,3.87,3.87,3.62,115,84570.0,8.14,26.06,0.8,0.02
