,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2015-12-21,-0.16,-0.16,-0.16,-0.16,102230,10223000.0,0.0,0.0,0.0,18.03
1,2016-01-04,-0.16,-0.16,-0.16,-0.16,145770,14577000.0,0.0,0.0,0.0,25.71
2,2016-01-08,-0.14,-0.14,-0.14,-0.14,10,1030.0,0.0,12.5,0.02,0.0
3,2016-01-11,0.13,0.13,0.13,0.13,10,1460.0,0.0,192.86,0.27,0.0
4,2016-01-14,1.85,2.69,2.72,1.85,1040,545450.0,669.23,1969.23,2.56,0.18
5,2016-01-15,2.54,2.56,2.63,2.51,150,80500.0,4.46,-4.83,-0.13,0.03
6,2016-01-18,2.43,2.21,2.5,2.16,230,112880.0,13.28,-13.67,-0.35,0.04
7,2016-01-19,2.13,2.09,2.13,2.09,50,23170.0,1.81,-5.43,-0.12,0.01
8,2016-01-20,2.01,2.0,2.01,2.0,40,17840.0,0.48,-4.31,-0.09,0.01
9,2016-01-21,2.03,2.03,2.03,2.03,10,4490.0,0.0,1.5,0.03,0.0
10,2016-01-22,1.89,1.89,1.89,1.89,40,17080.0,0.0,-6.9,-0.14,0.01
11,2016-01-25,1.88,1.88,1.88,1.88,10,4260.0,0.0,-0.53,-0.01,0.0
12,2016-01-26,1.75,1.77,1.77,1.72,1060,424360.0,2.66,-5.85,-0.11,0.19
13,2016-01-27,1.77,1.74,1.77,1.6,150,59430.0,9.6,-1.69,-0.03,0.03
14,2016-01-28,1.75,1.88,1.89,1.62,2390,958340.0,15.52,8.05,0.14,0.42
15,2016-01-29,1.8,1.97,1.97,1.8,90,38750.0,9.04,4.79,0.09,0.02
16,2016-02-01,1.97,2.29,2.29,1.97,680,318550.0,16.24,16.24,0.32,0.12
17,2016-02-02,2.31,2.75,2.75,2.31,630,340660.0,19.21,20.09,0.46,0.11
18,2016-02-03,2.9,3.06,3.06,2.84,550,327360.0,8.0,11.27,0.31,0.1
19,2016-02-04,3.07,3.24,3.24,3.03,260,162830.0,6.86,5.88,0.18,0.05
20,2016-02-05,3.28,3.38,3.38,3.17,330,213520.0,6.48,4.32,0.14,0.06
21,2016-02-15,3.41,3.43,3.43,3.41,50,33570.0,0.59,1.48,0.05,0.01
22,2016-02-16,3.46,3.62,3.62,3.37,360,247080.0,7.29,5.54,0.19,0.06
23,2016-02-17,3.46,3.63,3.63,3.44,70,47610.0,5.25,0.28,0.01,0.01
24,2016-02-18,3.41,3.65,3.67,3.34,440,300990.0,9.09,0.55,0.02,0.08
25,2016-02-19,3.45,3.52,3.52,3.45,60,40840.0,1.92,-3.56,-0.13,0.01
26,2016-02-22,3.38,3.53,3.53,3.37,50,33620.0,4.55,0.28,0.01,0.01
27,2016-02-23,3.34,3.46,3.53,3.34,170,114230.0,5.38,-1.98,-0.07,0.03
28,2016-02-24,3.34,3.53,3.53,3.32,150,100780.0,6.07,2.02,0.07,0.03
29,2016-02-25,3.34,3.22,3.34,3.22,80,52360.0,3.4,-8.78,-0.31,0.01
30,2016-02-26,3.09,3.25,3.25,3.09,60,37780.0,4.97,0.93,0.03,0.01
31,2016-03-01,3.16,3.28,3.28,3.14,60,38360.0,4.31,0.92,0.03,0.01
32,2016-03-02,3.33,3.33,3.33,3.14,80,51740.0,5.79,1.52,0.05,0.01
33,2016-03-03,3.33,3.34,3.34,3.33,40,26380.0,0.3,0.3,0.01,0.01
34,2016-03-04,3.34,3.76,3.77,3.34,1370,968570.0,12.87,12.57,0.42,0.24
35,2016-03-07,3.75,3.79,3.79,3.66,410,297130.0,3.46,0.8,0.03,0.07
36,2016-03-08,3.77,3.78,3.78,3.66,260,187900.0,3.17,-0.26,-0.01,0.05
37,2016-03-09,3.78,3.82,3.83,3.73,710,518400.0,2.65,1.06,0.04,0.13
38,2016-03-10,3.83,3.84,3.84,3.79,410,301220.0,1.31,0.52,0.02,0.07
39,2016-03-11,3.82,3.85,3.85,3.82,460,339310.0,0.78,0.26,0.01,0.08
40,2016-03-14,3.85,3.97,3.97,3.83,630,466890.0,3.64,3.12,0.12,0.11
41,2016-03-15,3.97,4.09,4.09,3.94,440,336600.0,3.78,3.02,0.12,0.08
42,2016-03-16,4.11,4.22,4.22,4.09,260,203360.0,3.18,3.18,0.13,0.05
43,2016-03-17,4.21,4.24,4.26,4.09,270,215840.0,4.03,0.47,0.02,0.05
44,2016-03-18,4.24,4.09,4.26,4.09,120,95540.0,4.01,-3.54,-0.15,0.02
45,2016-03-21,4.03,4.24,4.27,4.03,170,133620.0,5.87,3.67,0.15,0.03
46,2016-03-22,4.24,4.34,4.34,4.22,500,402550.0,2.83,2.36,0.1,0.09
47,2016-03-23,4.38,4.36,4.38,4.22,320,262440.0,3.69,0.46,0.02,0.06
48,2016-03-24,4.34,4.34,4.36,4.23,320,261690.0,2.98,-0.46,-0.02,0.06
49,2016-03-25,4.34,4.43,4.44,4.22,260,212800.0,5.07,2.07,0.09,0.05
50,2016-03-28,4.44,4.46,4.46,4.44,280,234280.0,0.45,0.68,0.03,0.05
51,2016-03-29,4.45,4.45,4.45,4.25,60,49690.0,4.48,-0.22,-0.01,0.01
52,2016-03-30,4.46,4.66,4.66,4.31,160,133340.0,7.87,4.72,0.21,0.03
53,2016-03-31,4.45,4.46,4.46,4.38,170,142030.0,1.72,-4.29,-0.2,0.03
54,2016-04-01,4.22,4.44,4.44,4.22,50,40880.0,4.93,-0.45,-0.02,0.01
55,2016-04-05,4.43,4.43,4.44,4.22,240,199090.0,4.95,-0.23,-0.01,0.04
56,2016-04-06,4.43,4.43,4.44,4.26,140,115910.0,4.06,0.0,0.0,0.02
57,2016-04-07,4.41,4.42,4.42,4.19,270,223400.0,5.19,-0.23,-0.01,0.05
58,2016-04-08,4.4,4.47,4.47,4.39,420,348840.0,1.81,1.13,0.05,0.07
59,2016-04-11,4.41,4.41,4.42,4.21,240,196860.0,4.7,-1.34,-0.06,0.04
60,2016-04-12,4.41,4.41,4.41,4.18,110,90620.0,5.22,0.0,0.0,0.02
61,2016-04-13,4.41,4.44,4.44,4.41,100,83220.0,0.68,0.68,0.03,0.02
62,2016-04-14,4.44,4.43,4.46,4.21,1110,918940.0,5.63,-0.23,-0.01,0.2
63,2016-04-15,4.41,4.43,4.43,4.41,1520,1263710.0,0.45,0.0,0.0,0.27
64,2016-04-18,4.41,4.4,4.46,4.21,1970,1631990.0,5.64,-0.68,-0.03,0.35
