,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2018-03-20,5.0,5.0,5.0,5.0,290,232000.0,0.0,0.0,0.0,0.26
1,2018-03-21,5.38,5.38,5.38,5.38,210,180600.0,0.0,7.6,0.38,0.19
2,2018-06-27,8.16,8.16,8.16,8.16,10,8160.0,0.0,51.67,2.78,0.01
3,2020-01-07,10.0,10.0,10.0,10.0,6,6000.0,0.0,22.55,1.84,0.01
4,2020-01-22,13.77,13.77,13.77,13.77,10,13770.0,0.0,37.7,3.77,0.01
5,2020-04-01,14.8,14.8,14.8,14.8,2,2960.0,0.0,7.48,1.03,0.0
6,2020-04-21,20.0,20.0,20.0,20.0,10,20000.0,0.0,35.14,5.2,0.01
7,2020-04-24,10.0,15.0,15.0,10.0,10,10532.0,25.0,-25.0,-5.0,0.01
8,2020-04-27,15.8,15.9,15.9,15.8,2,3170.0,0.67,6.0,0.9,0.0
9,2020-04-29,19.5,19.5,19.5,19.5,2,3900.0,0.0,22.64,3.6,0.0
10,2020-06-12,12.36,12.36,12.36,12.36,2,2472.0,0.0,-36.62,-7.14,0.0
11,2020-06-15,14.01,14.01,14.01,14.01,0,14.0,0.0,13.35,1.65,0.0
12,2020-06-16,18.8,18.8,18.8,18.8,2,3760.0,0.0,34.19,4.79,0.0
13,2020-06-17,18.8,18.8,18.8,18.8,2,3741.0,0.0,0.0,0.0,0.0
14,2020-06-24,18.8,18.8,18.8,18.8,2,3741.0,0.0,0.0,0.0,0.0
15,2020-07-10,19.0,19.0,19.0,19.0,3,5700.0,0.0,1.06,0.2,0.0
16,2020-08-21,25.0,25.0,25.0,25.0,2,5000.0,0.0,31.58,6.0,0.0
17,2021-11-15,30.55,37.8,51.7,30.55,70467,280692688.0,132.19,136.25,21.8,63.28
18,2021-11-16,34.1,39.45,42.0,33.44,35196,137681850.0,22.65,4.37,1.65,31.61
19,2021-11-17,37.6,34.3,39.83,33.58,21699,77291009.0,15.84,-13.05,-5.15,19.49
20,2021-11-18,34.0,31.8,34.88,31.0,16101,52269967.0,11.31,-7.29,-2.5,14.46
21,2021-11-19,32.1,30.6,32.28,30.11,8757,26884272.0,6.82,-3.77,-1.2,7.86
22,2021-11-22,30.88,32.1,32.3,30.35,9202,28896263.0,6.37,4.9,1.5,8.26
23,2021-11-23,32.6,33.69,34.88,31.99,12804,42843524.0,9.0,4.95,1.59,11.5
24,2021-11-24,33.2,32.32,33.44,32.22,8399,27286501.0,3.62,-4.07,-1.37,7.54
25,2021-11-25,32.24,32.14,33.3,31.68,5707,18616579.0,5.01,-0.56,-0.18,5.12
26,2021-11-26,32.14,31.84,32.79,31.6,4763,15256638.0,3.7,-0.93,-0.3,4.28
27,2021-11-29,31.0,30.6,31.84,30.48,6708,20622915.0,4.27,-3.89,-1.24,6.02
28,2021-11-30,31.0,29.41,31.0,29.29,6025,18014518.0,5.59,-3.89,-1.19,5.41
29,2021-12-01,29.38,28.58,29.7,28.0,4413,12624712.0,5.78,-2.82,-0.83,3.96
30,2021-12-02,28.58,29.48,30.21,28.33,5842,17398709.0,6.58,3.15,0.9,5.25
31,2021-12-03,29.26,28.53,29.26,28.23,3237,9240889.0,3.49,-3.22,-0.95,2.91
32,2021-12-06,28.28,27.72,28.98,27.55,3049,8553507.0,5.01,-2.84,-0.81,2.74
33,2021-12-07,28.01,27.86,28.43,27.62,2057,5769423.0,2.92,0.51,0.14,1.85
34,2021-12-08,27.81,27.9,28.09,27.6,1569,4356678.0,1.76,0.14,0.04,1.41
35,2021-12-09,27.77,27.46,28.0,27.35,2942,8123431.0,2.33,-1.58,-0.44,2.64
36,2021-12-10,27.45,27.03,27.46,27.02,3278,8877641.0,1.6,-1.57,-0.43,2.94
